Rsol,Rp,CPE,CV_Area,Delta_Z,Type,Class_Multimodal
52.12,764000.0,6.79e-06,189.9,133.87545723,0,Normal
53.78,764000.0,8.71e-06,104.2,184.306769,106 ng/ml,Normal
42.82,3541863.0,6.79e-06,234.5,52.54751754,57 ng/ml,Normal
40.09,1840223.0,6.79e-06,145.1,134.82952749,0,Normal
40.84,2265215.0,6.79e-06,179.0,95.81190854,57 ng/ml,Normal
61.58,764000.0,6.79e-06,155.8,26.2719677,106 ng/ml,Normal
33.14,1356535.0,8.71e-06,124.9,144.07881143,300 ng/ml,Normal
61.58,764000.0,6.79e-06,120.0,113.70425667,57 ng/ml,Normal
61.58,764000.0,8.71e-06,198.6,184.306769,120 ng/ml,Normal
50.15,764000.0,6.79e-06,298.0,89.04024374,28 ng/ml,Normal
45.61,764000.0,6.79e-06,286.2,41.21640659,57 ng/ml,Normal
34.35,764000.0,8.71e-06,297.4,184.306769,120 ng/ml,Normal
44.03,1307773.0,6.79e-06,104.2,184.306769,360 ng/ml,Normal
33.88,1312351.0,8.71e-06,189.1,133.56623536,360 ng/ml,Normal
44.29,764000.0,8.71e-06,296.7,176.52844895,270 ng/ml,Normal
40.04,764000.0,6.79e-06,148.8,152.00646602,360 ng/ml,Normal
35.12,764000.0,8.71e-06,212.5,133.30274879,200 ng/ml,Normal
40.61,764000.0,8.71e-06,120.7,184.306769,360 ng/ml,Normal
32.94,764000.0,6.79e-06,141.8,127.58090922,150 ng/ml,Normal
58.01,764000.0,8.71e-06,152.1,128.17609957,0,Normal
40.67,764000.0,6.79e-06,267.7,28.15318717,106 ng/ml,Normal
52.06,1428808.0,6.79e-06,187.8,184.306769,57 ng/ml,Normal
51.08,764000.0,8.71e-06,179.0,128.1931842,360 ng/ml,Normal
34.17,764000.0,6.79e-06,123.5,184.306769,200 ng/ml,Normal
31.8,764000.0,6.79e-06,150.0,159.71527432,270 ng/ml,Normal
39.62,5128879.0,6.79e-06,234.1,0.0,0,Normal
35.22,764000.0,8.71e-06,212.5,184.306769,106 ng/ml,Normal
33.06,764000.0,8.71e-06,234.5,124.17767372,10 ng/ml,Normal
33.25,7704819.0,8.71e-06,169.2,136.87195905,120 ng/ml,Normal
31.37,764000.0,8.71e-06,107.1,109.46804741,360 ng/ml,Normal
41.75,764000.0,6.79e-06,140.1,145.76675557,300 ng/ml,Normal
38.4,3316122.0,6.79e-06,197.9,128.22533765,28 ng/ml,Normal
31.25,2619704.0,6.79e-06,142.2,0.0,360 ng/ml,Normal
61.58,1257738.0,8.71e-06,223.4,100.61052009,28 ng/ml,Normal
36.57,764000.0,8.71e-06,222.7,58.83183406,0,Normal
34.96,2234412.0,6.79e-06,146.1,0.0,300 ng/ml,Normal
41.34,2415194.0,6.79e-06,150.9,38.60292154,270 ng/ml,Normal
45.05,3187665.0,6.79e-06,141.9,109.23429562,0,Normal
57.94,764000.0,8.71e-06,197.3,114.28168423,360 ng/ml,Normal
36.39,1563843.0,6.79e-06,104.2,122.51026101,90 ng/ml,Normal
31.73,764000.0,8.71e-06,263.4,184.306769,120 ng/ml,Normal
36.35,764000.0,8.71e-06,230.1,107.77805635,360 ng/ml,Normal
47.65,833315.0,8.71e-06,157.3,94.15516284,240 ng/ml,Normal
36.55,2036479.0,6.79e-06,108.4,76.91327113,120 ng/ml,Normal
36.87,1548063.0,8.71e-06,278.9,17.7844026,200 ng/ml,Normal
36.6,764000.0,6.79e-06,167.2,139.02597889,330 ng/ml,Normal
44.98,764000.0,6.79e-06,176.6,93.11138193,200 ng/ml,Normal
45.73,4037505.0,8.71e-06,104.2,156.42742852,300 ng/ml,Normal
38.14,905013.0,8.71e-06,116.1,184.306769,270 ng/ml,Normal
37.37,3529824.0,6.79e-06,281.6,0.0,120 ng/ml,Normal
47.1,1296400.0,8.71e-06,198.9,184.306769,270 ng/ml,Normal
42.5,764000.0,8.71e-06,203.2,175.66294377,360 ng/ml,Normal
61.58,4528527.0,6.79e-06,104.2,17.11502227,270 ng/ml,Normal
41.0,764000.0,8.71e-06,104.2,82.03288251,270 ng/ml,Normal
41.74,764000.0,6.79e-06,172.3,85.88390267,240 ng/ml,Normal
39.96,764000.0,6.79e-06,212.2,22.26669183,10 ng/ml,Normal
44.92,1346370.0,6.79e-06,179.4,95.33288327,200 ng/ml,Normal
31.25,1455722.0,8.71e-06,104.2,184.306769,10 ng/ml,Normal
40.33,764000.0,8.71e-06,177.7,151.197808,180 ng/ml,Normal
45.49,6666545.0,6.79e-06,151.7,35.05522572,150 ng/ml,Normal
39.32,764000.0,8.71e-06,197.7,79.45297761,10 ng/ml,Normal
34.03,4868174.0,8.71e-06,104.2,184.306769,240 ng/ml,Normal
31.25,764000.0,8.71e-06,104.2,60.81582263,330 ng/ml,Normal
61.58,764000.0,8.71e-06,343.5,184.306769,360 ng/ml,Normal
37.74,764000.0,8.71e-06,115.0,172.04263827,120 ng/ml,Normal
40.19,764000.0,6.79e-06,139.6,10.66275561,150 ng/ml,Normal
43.39,764000.0,8.71e-06,326.4,138.75010814,28 ng/ml,Normal
44.57,7789194.0,6.79e-06,104.2,54.64683981,270 ng/ml,Normal
39.39,842596.0,8.71e-06,248.7,165.84533454,240 ng/ml,Normal
31.84,764000.0,8.71e-06,109.2,167.55086725,180 ng/ml,Normal
38.07,4411687.0,6.79e-06,147.0,133.48884746,28 ng/ml,Normal
31.25,764000.0,8.71e-06,268.7,0.0,0,Normal
39.64,764000.0,8.71e-06,410.2,106.91206123,330 ng/ml,Normal
33.24,1676364.0,8.71e-06,105.0,165.98364788,90 ng/ml,Normal
35.76,764000.0,8.71e-06,130.1,159.65428355,360 ng/ml,Normal
40.02,764000.0,8.71e-06,104.2,166.16049185,90 ng/ml,Normal
49.33,764000.0,8.71e-06,104.2,183.32082793,360 ng/ml,Normal
46.39,764000.0,8.71e-06,249.1,44.81221438,106 ng/ml,Normal
38.25,764000.0,8.71e-06,104.2,97.93866048,270 ng/ml,Normal
46.44,764000.0,6.79e-06,380.8,152.05379406,200 ng/ml,Normal
31.25,764000.0,6.79e-06,186.0,152.66887811,360 ng/ml,Normal
42.19,1235591.0,6.79e-06,338.9,162.16708065,150 ng/ml,Normal
39.76,8770722.0,8.71e-06,170.5,54.27567216,57 ng/ml,Normal
39.07,764000.0,8.71e-06,104.2,134.46991965,300 ng/ml,Normal
58.01,764000.0,6.79e-06,289.3,76.63526169,0,Normal
35.63,764000.0,8.71e-06,104.2,184.306769,120 ng/ml,Normal
31.25,899293.0,6.79e-06,142.1,112.02913689,150 ng/ml,Normal
31.25,764000.0,8.71e-06,104.2,54.57390038,106 ng/ml,Normal
42.52,764000.0,8.71e-06,148.9,149.89935114,57 ng/ml,Normal
40.25,764000.0,8.71e-06,433.2,151.20274176,106 ng/ml,Normal
31.25,1471619.0,6.79e-06,175.6,61.86794908,120 ng/ml,Normal
47.52,764000.0,8.71e-06,104.2,184.306769,360 ng/ml,Normal
34.55,764000.0,8.71e-06,104.2,184.306769,360 ng/ml,Normal
48.95,764000.0,6.79e-06,241.8,136.51638595,270 ng/ml,Normal
43.56,764000.0,8.71e-06,211.1,158.74405721,28 ng/ml,Normal
39.18,764000.0,8.71e-06,202.5,184.306769,240 ng/ml,Normal
42.36,764000.0,8.71e-06,192.1,184.306769,10 ng/ml,Normal
33.0,764000.0,8.71e-06,156.6,127.91581714,57 ng/ml,Normal
39.41,764000.0,8.71e-06,335.0,141.63352539,106 ng/ml,Normal
34.29,764000.0,8.71e-06,226.1,184.306769,106 ng/ml,Normal
61.58,764000.0,8.71e-06,153.7,166.06237032,150 ng/ml,Normal
46.8,764000.0,8.71e-06,327.0,134.18630295,240 ng/ml,Normal
43.52,2367100.0,6.79e-06,184.9,0.0,200 ng/ml,Normal
41.51,764000.0,8.71e-06,291.9,134.89512538,330 ng/ml,Normal
42.41,1380056.0,6.79e-06,343.2,133.74853572,360 ng/ml,Normal
49.03,1501525.0,8.71e-06,175.4,99.28851354,90 ng/ml,Normal
47.43,764000.0,6.79e-06,129.6,77.05398914,360 ng/ml,Normal
59.46,7280515.0,6.79e-06,219.8,86.82974616,28 ng/ml,Normal
46.27,922729.0,6.79e-06,200.4,184.306769,10 ng/ml,Normal
45.76,764000.0,8.71e-06,194.9,138.97107912,10 ng/ml,Normal
31.25,764000.0,8.71e-06,244.4,184.306769,28 ng/ml,Normal
36.96,764000.0,8.71e-06,121.5,184.306769,90 ng/ml,Normal
35.79,764000.0,6.79e-06,117.9,184.306769,0,Normal
43.97,764000.0,8.71e-06,104.2,158.10319067,300 ng/ml,Normal
39.06,764000.0,6.79e-06,115.1,112.10956563,106 ng/ml,Normal
60.06,764000.0,6.79e-06,172.9,96.12762969,270 ng/ml,Normal
46.48,956462.0,6.79e-06,290.5,53.37954095,57 ng/ml,Normal
50.02,764000.0,6.79e-06,115.6,165.29121014,57 ng/ml,Normal
41.48,764000.0,8.71e-06,251.4,55.59562167,28 ng/ml,Normal
46.64,2903006.0,6.79e-06,222.0,102.87203903,0,Normal
44.63,764000.0,8.71e-06,247.0,46.63176181,10 ng/ml,Normal
38.42,3973931.0,6.79e-06,206.9,107.30674358,150 ng/ml,Normal
61.58,2989689.0,6.79e-06,239.5,58.18674303,270 ng/ml,Normal
43.17,1013974.0,8.71e-06,286.1,170.80518462,330 ng/ml,Normal
51.67,764000.0,6.79e-06,279.0,184.306769,10 ng/ml,Normal
39.43,4911354.0,8.71e-06,244.5,95.28599074,150 ng/ml,Normal
61.58,764000.0,8.71e-06,243.4,159.33421736,360 ng/ml,Normal
60.11,1928425.0,6.79e-06,196.5,0.0,360 ng/ml,Normal
40.71,764000.0,6.79e-06,117.0,0.0,57 ng/ml,Normal
35.69,764000.0,6.79e-06,357.1,43.11399831,300 ng/ml,Normal
52.63,764000.0,8.71e-06,112.7,120.02216384,10 ng/ml,Normal
47.0,2588897.0,6.79e-06,218.3,0.0,270 ng/ml,Normal
50.29,2660495.0,6.79e-06,392.6,166.16955678,360 ng/ml,Normal
47.66,764000.0,6.79e-06,200.0,98.53918822,300 ng/ml,Normal
44.02,854463.0,8.71e-06,364.5,78.70458942,360 ng/ml,Normal
39.63,764000.0,6.79e-06,155.9,139.33464704,270 ng/ml,Normal
38.69,764000.0,6.79e-06,109.2,0.0,270 ng/ml,Normal
56.54,1862228.0,6.79e-06,211.5,14.3462979,360 ng/ml,Normal
31.25,948329.0,6.79e-06,104.2,184.306769,0,Normal
44.94,764000.0,8.71e-06,353.4,137.75465774,360 ng/ml,Normal
32.91,3946988.0,6.79e-06,182.1,85.73186438,10 ng/ml,Normal
43.06,2086516.0,8.71e-06,426.8,8.67390795,270 ng/ml,Normal
40.76,764000.0,6.79e-06,262.6,167.20103672,120 ng/ml,Normal
31.25,2235094.0,6.79e-06,126.1,89.70420522,200 ng/ml,Normal
53.16,764000.0,6.79e-06,157.6,86.38417425,200 ng/ml,Normal
39.34,2787876.0,8.71e-06,106.4,94.67256243,10 ng/ml,Normal
61.58,764000.0,8.71e-06,262.6,184.306769,200 ng/ml,Normal
61.58,764000.0,8.71e-06,235.8,184.306769,270 ng/ml,Normal
43.8,764000.0,8.71e-06,142.9,125.0440437,57 ng/ml,Normal
34.43,1320138.0,6.79e-06,107.4,75.42021918,0,Normal
48.55,764000.0,8.71e-06,447.2,14.12565978,240 ng/ml,Normal
42.81,764000.0,8.71e-06,260.9,59.78658248,10 ng/ml,Normal
37.65,1980179.0,8.71e-06,150.2,97.75019914,10 ng/ml,Normal
45.39,2571346.0,6.79e-06,205.3,0.0,0,Normal
38.55,764000.0,8.71e-06,104.2,89.83355084,270 ng/ml,Normal
61.58,764000.0,8.71e-06,178.1,81.5634304,330 ng/ml,Normal
34.43,764000.0,8.71e-06,232.3,184.306769,90 ng/ml,Normal
31.25,764000.0,6.79e-06,104.2,133.75780597,120 ng/ml,Normal
42.36,764000.0,8.71e-06,141.4,184.306769,106 ng/ml,Normal
39.47,1175291.0,6.79e-06,115.5,152.91320824,120 ng/ml,Normal
51.64,764000.0,6.79e-06,365.7,60.04385363,240 ng/ml,Normal
38.22,764000.0,8.71e-06,219.8,184.306769,120 ng/ml,Normal
43.21,764000.0,8.71e-06,110.6,80.60369494,120 ng/ml,Normal
45.41,2583337.0,8.71e-06,108.2,128.26314035,240 ng/ml,Normal
40.27,764000.0,6.79e-06,160.6,115.84943244,57 ng/ml,Normal
38.0,764000.0,8.71e-06,104.2,153.10464197,300 ng/ml,Normal
32.89,1685933.0,8.71e-06,159.2,184.306769,28 ng/ml,Normal
34.25,764000.0,8.71e-06,187.7,166.55609501,10 ng/ml,Normal
40.45,4899912.0,8.71e-06,195.3,92.94566964,10 ng/ml,Normal
34.53,764000.0,6.79e-06,110.0,173.7076121,200 ng/ml,Normal
48.1,1255848.0,6.79e-06,352.8,38.98500196,0,Normal
44.95,764000.0,8.71e-06,181.6,162.44308517,270 ng/ml,Normal
61.58,764000.0,8.71e-06,454.8,154.46683955,360 ng/ml,Normal
36.53,1317597.0,6.79e-06,104.2,114.12071477,57 ng/ml,Normal
43.68,1811403.0,8.71e-06,184.1,184.306769,180 ng/ml,Normal
61.58,764000.0,8.71e-06,127.9,84.27249913,300 ng/ml,Normal
38.42,764000.0,6.79e-06,205.2,37.75107287,270 ng/ml,Normal
40.9,3166135.0,8.71e-06,313.8,130.61159275,0,Normal
38.32,764000.0,8.71e-06,104.2,105.93941781,300 ng/ml,Normal
42.63,764000.0,8.71e-06,180.6,139.68758839,180 ng/ml,Normal
33.77,978652.0,6.79e-06,139.3,110.8357807,300 ng/ml,Normal
41.68,764000.0,6.79e-06,117.4,184.306769,120 ng/ml,Normal
31.57,764000.0,8.71e-06,104.2,151.57036619,270 ng/ml,Normal
50.25,764000.0,6.79e-06,169.5,26.33919877,240 ng/ml,Normal
33.21,3040948.0,8.71e-06,104.2,118.87428318,270 ng/ml,Normal
49.38,3173757.0,6.79e-06,104.2,58.2668809,0,Normal
41.45,764000.0,8.71e-06,366.6,141.1561014,360 ng/ml,Normal
34.92,764000.0,8.71e-06,325.7,69.32301857,57 ng/ml,Normal
31.25,764000.0,6.79e-06,124.3,58.55088956,0,Normal
42.8,764000.0,8.71e-06,233.9,131.90157573,150 ng/ml,Normal
45.35,2442421.0,6.79e-06,246.6,111.83776694,330 ng/ml,Normal
33.48,764000.0,6.79e-06,152.5,154.22028207,106 ng/ml,Normal
40.04,1905752.0,6.79e-06,104.2,100.30117846,360 ng/ml,Normal
49.16,764000.0,6.79e-06,147.2,102.72928033,57 ng/ml,Normal
35.43,764000.0,6.79e-06,104.2,73.55662252,10 ng/ml,Normal
57.03,764000.0,8.71e-06,143.4,184.306769,90 ng/ml,Normal
31.25,764000.0,8.71e-06,104.2,113.84221226,106 ng/ml,Normal
39.38,764000.0,8.71e-06,176.4,184.306769,120 ng/ml,Normal
44.64,764000.0,6.79e-06,153.6,184.306769,120 ng/ml,Normal
35.57,764000.0,6.79e-06,146.7,0.0,10 ng/ml,Normal
49.36,10767937.0,6.79e-06,104.8,184.306769,28 ng/ml,Normal
44.91,1499222.0,8.71e-06,226.2,18.86898425,180 ng/ml,Normal
35.4,3586436.0,6.79e-06,258.7,96.67644469,200 ng/ml,Normal
58.97,764000.0,8.71e-06,222.2,136.07132073,360 ng/ml,Normal
44.53,2845660.0,6.79e-06,104.2,77.1847043,28 ng/ml,Normal
39.02,840900.0,8.71e-06,219.2,144.88045767,360 ng/ml,Normal
48.44,764000.0,6.79e-06,203.9,67.79644052,90 ng/ml,Normal
33.43,764000.0,8.71e-06,181.6,181.25580869,240 ng/ml,Normal
43.85,764000.0,6.79e-06,104.2,147.31234852,200 ng/ml,Normal
48.57,764000.0,6.79e-06,133.8,112.76423177,28 ng/ml,Normal
61.58,764000.0,8.71e-06,108.8,168.94919392,270 ng/ml,Normal
31.25,764000.0,8.71e-06,256.0,176.77158453,0,Normal
61.58,3364209.0,8.71e-06,412.5,164.47485595,240 ng/ml,Normal
36.83,764000.0,6.79e-06,164.7,35.52359099,330 ng/ml,Normal
44.34,764000.0,8.71e-06,313.2,157.45775123,106 ng/ml,Normal
61.58,764000.0,8.71e-06,135.2,82.6481151,270 ng/ml,Normal
40.58,764000.0,6.79e-06,169.0,184.306769,240 ng/ml,Normal
34.8,764000.0,6.79e-06,148.6,43.48035664,150 ng/ml,Normal
38.15,764000.0,8.71e-06,201.2,89.64522307,240 ng/ml,Normal
40.91,1779893.0,6.79e-06,240.1,131.54283891,330 ng/ml,Normal
41.75,764000.0,8.71e-06,157.1,161.47630409,300 ng/ml,Normal
61.58,1345447.0,6.79e-06,115.1,155.30943041,106 ng/ml,Normal
40.28,806402.0,6.79e-06,169.2,69.49103248,200 ng/ml,Normal
43.68,1458721.0,8.71e-06,370.6,64.47783647,240 ng/ml,Normal
45.2,3088704.0,6.79e-06,162.2,63.1980881,106 ng/ml,Normal
35.12,13430464.0,8.71e-06,136.7,153.1301507,10 ng/ml,Normal
36.76,5315748.0,8.71e-06,254.5,184.306769,300 ng/ml,Normal
44.6,764000.0,8.71e-06,305.1,9.01843764,270 ng/ml,Normal
57.75,764000.0,8.71e-06,230.7,149.56821665,10 ng/ml,Normal
61.58,764000.0,8.71e-06,256.8,130.53516609,360 ng/ml,Normal
38.79,1331382.0,6.79e-06,148.1,72.83250573,57 ng/ml,Normal
37.97,764000.0,8.71e-06,184.5,75.48657067,57 ng/ml,Normal
36.85,2525396.0,8.71e-06,191.4,131.91641745,180 ng/ml,Normal
34.52,2904381.0,8.71e-06,148.1,133.69947184,270 ng/ml,Normal
41.97,764000.0,6.79e-06,275.0,157.6870872,200 ng/ml,Normal
31.25,8307577.0,8.71e-06,205.8,139.50913923,10 ng/ml,Normal
46.06,4672203.0,6.79e-06,104.2,14.68901709,180 ng/ml,Normal
44.26,2887758.0,6.79e-06,191.6,0.0,330 ng/ml,Normal
38.9,764000.0,8.71e-06,128.6,184.306769,57 ng/ml,Normal
42.58,764000.0,6.79e-06,155.3,73.7150862,360 ng/ml,Normal
47.76,906542.0,8.71e-06,304.6,182.28899336,10 ng/ml,Normal
41.76,2585529.0,8.71e-06,325.9,159.97350982,180 ng/ml,Normal
57.35,764000.0,8.71e-06,311.6,42.58811706,28 ng/ml,Normal
34.11,2067392.0,6.79e-06,104.2,5.90402635,180 ng/ml,Normal
46.67,891967.0,8.71e-06,140.2,79.63353902,0,Normal
46.0,764000.0,6.79e-06,104.2,149.88267714,270 ng/ml,Normal
57.97,1969335.0,6.79e-06,305.3,86.45368538,300 ng/ml,Normal
42.66,764000.0,6.79e-06,152.8,52.75159054,120 ng/ml,Normal
38.45,764000.0,6.79e-06,122.3,178.85343331,200 ng/ml,Normal
31.25,1509570.0,6.79e-06,104.2,75.59408143,28 ng/ml,Normal
31.25,764000.0,8.71e-06,199.2,67.154199,150 ng/ml,Normal
36.62,3524954.0,6.79e-06,126.5,167.09781967,0,Normal
42.16,764000.0,8.71e-06,231.2,32.92134222,10 ng/ml,Normal
33.63,876643.0,8.71e-06,182.8,97.10009113,10 ng/ml,Normal
38.03,1365329.0,8.71e-06,255.0,125.36733893,57 ng/ml,Normal
45.86,764000.0,8.71e-06,165.3,129.45278689,360 ng/ml,Normal
33.91,2616307.0,6.79e-06,104.2,68.73742511,10 ng/ml,Normal
39.39,2592172.0,6.79e-06,301.5,184.306769,120 ng/ml,Normal
35.88,764000.0,8.71e-06,178.0,18.16165813,57 ng/ml,Normal
48.96,817504.0,8.71e-06,127.3,148.82183727,300 ng/ml,Normal
58.95,764000.0,6.79e-06,273.3,27.34887185,270 ng/ml,Normal
43.12,11531163.0,8.71e-06,252.3,0.46832014,106 ng/ml,Normal
61.58,1178314.0,8.71e-06,176.2,130.07624839,106 ng/ml,Normal
32.97,854653.0,8.71e-06,190.6,27.19097278,240 ng/ml,Normal
45.68,764000.0,8.71e-06,308.7,184.306769,120 ng/ml,Normal
61.58,1506446.0,6.79e-06,386.1,120.2978075,270 ng/ml,Low Risk
51.48,9224130.0,6.79e-06,421.4,86.70256801,0,Low Risk
48.02,2812080.0,6.79e-06,242.2,0.0,10 ng/ml,Low Risk
61.58,764000.0,8.71e-06,172.6,70.48367848,240 ng/ml,Low Risk
39.71,1623850.0,8.71e-06,105.8,146.93700303,106 ng/ml,Low Risk
47.83,3404243.0,8.71e-06,203.2,100.61523921,240 ng/ml,Low Risk
37.29,764000.0,8.71e-06,199.6,184.306769,10 ng/ml,Low Risk
44.87,764000.0,8.71e-06,480.7,58.13229121,180 ng/ml,Low Risk
45.82,764000.0,8.71e-06,183.9,14.75436923,180 ng/ml,Low Risk
41.74,764000.0,8.71e-06,135.5,49.07007029,106 ng/ml,Low Risk
36.14,1426169.0,8.71e-06,106.8,85.83025752,300 ng/ml,Low Risk
41.68,1100938.0,8.71e-06,157.5,87.8100563,28 ng/ml,Low Risk
41.74,764000.0,8.71e-06,226.0,176.76822484,106 ng/ml,Low Risk
61.58,764000.0,8.71e-06,396.1,11.45931254,200 ng/ml,Low Risk
47.28,2751401.0,8.71e-06,128.1,123.74412788,106 ng/ml,Low Risk
61.58,764000.0,6.79e-06,325.9,179.94959345,106 ng/ml,Low Risk
42.12,764000.0,8.71e-06,202.4,127.85111206,28 ng/ml,Low Risk
47.98,9447243.0,6.79e-06,104.2,36.55048557,360 ng/ml,Low Risk
44.26,764000.0,8.71e-06,226.5,51.72361027,360 ng/ml,Low Risk
61.58,2443170.0,6.79e-06,416.6,48.61005446,120 ng/ml,Low Risk
46.99,1474448.0,6.79e-06,147.1,184.306769,106 ng/ml,Low Risk
37.48,764000.0,6.79e-06,197.6,0.0,200 ng/ml,Low Risk
44.26,764000.0,6.79e-06,150.2,102.65729281,180 ng/ml,Low Risk
41.01,764000.0,8.71e-06,104.2,184.306769,150 ng/ml,Low Risk
48.73,764000.0,8.71e-06,104.2,137.04944075,10 ng/ml,Low Risk
35.56,1313231.0,6.79e-06,104.2,138.62939894,360 ng/ml,Low Risk
61.52,764000.0,8.71e-06,196.8,126.09495383,57 ng/ml,Low Risk
56.22,764000.0,6.79e-06,206.8,107.37764542,240 ng/ml,Low Risk
38.38,2544538.0,6.79e-06,151.9,30.21757802,300 ng/ml,Low Risk
43.92,962331.0,6.79e-06,104.2,159.85631274,330 ng/ml,Low Risk
45.58,1033896.0,8.71e-06,267.7,54.13036569,240 ng/ml,Low Risk
57.64,3553859.0,6.79e-06,104.2,113.35396262,180 ng/ml,Low Risk
43.57,1195873.0,6.79e-06,104.2,146.62200125,90 ng/ml,Low Risk
34.04,764000.0,6.79e-06,121.7,154.50851211,28 ng/ml,Low Risk
36.87,2487120.0,8.71e-06,125.4,184.306769,106 ng/ml,Low Risk
56.06,764000.0,8.71e-06,156.0,171.92489368,330 ng/ml,Low Risk
38.58,764000.0,8.71e-06,220.7,137.11412717,120 ng/ml,Low Risk
61.58,764000.0,8.71e-06,161.0,184.306769,28 ng/ml,Low Risk
40.55,3686968.0,8.71e-06,110.3,184.306769,240 ng/ml,Low Risk
61.11,764000.0,6.79e-06,234.5,130.06525785,330 ng/ml,Low Risk
48.85,764000.0,6.79e-06,252.8,115.6556936,120 ng/ml,Low Risk
38.75,1295699.0,6.79e-06,104.2,158.90625544,150 ng/ml,Low Risk
61.58,2951277.0,6.79e-06,123.4,135.27747022,28 ng/ml,Low Risk
45.96,764000.0,8.71e-06,158.5,184.306769,180 ng/ml,Low Risk
57.45,5826949.0,6.79e-06,107.9,129.61140145,28 ng/ml,Low Risk
61.58,4368331.0,6.79e-06,104.2,44.02377981,57 ng/ml,Low Risk
58.58,1714055.0,8.71e-06,201.2,14.86836217,0,Low Risk
41.14,11099440.0,6.79e-06,104.2,179.50490153,180 ng/ml,Low Risk
39.12,764000.0,8.71e-06,186.4,103.3191745,0,Low Risk
45.95,2865631.0,8.71e-06,128.6,184.306769,120 ng/ml,Low Risk
57.52,10681876.0,8.71e-06,179.2,146.60937132,150 ng/ml,Low Risk
46.53,764000.0,8.71e-06,264.0,110.80094261,270 ng/ml,Low Risk
42.63,11070986.0,8.71e-06,140.2,69.93470716,120 ng/ml,Low Risk
45.31,764000.0,8.71e-06,385.1,40.29057326,240 ng/ml,Low Risk
61.58,5954163.0,8.71e-06,328.6,128.73484353,180 ng/ml,Low Risk
49.3,922422.0,8.71e-06,104.2,184.306769,57 ng/ml,Low Risk
43.13,1813977.0,6.79e-06,216.5,127.77570264,57 ng/ml,Low Risk
46.25,1232563.0,6.79e-06,435.4,67.2306241,0,Low Risk
31.25,1031349.0,8.71e-06,106.0,118.65242251,180 ng/ml,Low Risk
49.4,1960707.0,6.79e-06,168.1,49.02087265,120 ng/ml,Low Risk
38.43,764000.0,6.79e-06,312.4,142.36533368,200 ng/ml,Low Risk
38.14,764000.0,8.71e-06,104.2,183.61737009,270 ng/ml,Low Risk
41.78,764000.0,8.71e-06,285.5,61.55806772,120 ng/ml,Low Risk
41.44,764000.0,8.71e-06,386.7,88.34573469,28 ng/ml,Low Risk
47.13,8855852.0,8.71e-06,206.8,13.22768385,360 ng/ml,Low Risk
43.04,1839567.0,6.79e-06,139.9,184.306769,0,Low Risk
60.16,1233119.0,6.79e-06,190.9,36.10542658,330 ng/ml,Low Risk
60.34,3604072.0,8.71e-06,364.7,117.32725304,270 ng/ml,Low Risk
45.84,2317737.0,8.71e-06,333.9,184.306769,90 ng/ml,Low Risk
39.08,1372193.0,6.79e-06,136.8,106.78231198,0,Low Risk
47.23,2614389.0,8.71e-06,192.7,133.9895155,10 ng/ml,Low Risk
42.28,3306716.0,6.79e-06,104.2,173.08181438,120 ng/ml,Low Risk
60.21,1314115.0,8.71e-06,113.6,55.77699811,180 ng/ml,Low Risk
38.44,772240.0,8.71e-06,104.2,142.73744391,0,Low Risk
58.07,7956335.0,8.71e-06,131.7,91.6769188,270 ng/ml,Low Risk
47.62,2301012.0,8.71e-06,220.4,184.306769,240 ng/ml,Low Risk
36.98,764000.0,6.79e-06,239.8,85.37543502,120 ng/ml,Low Risk
53.28,6955417.0,6.79e-06,293.3,62.1455339,240 ng/ml,Low Risk
48.46,764000.0,8.71e-06,263.9,163.13401104,120 ng/ml,Low Risk
38.46,2173320.0,8.71e-06,122.0,99.7807497,270 ng/ml,Low Risk
39.34,764000.0,6.79e-06,116.6,104.9978515,200 ng/ml,Low Risk
61.58,4985108.0,6.79e-06,165.8,54.08203597,330 ng/ml,Low Risk
47.04,764000.0,8.71e-06,138.8,45.91760432,90 ng/ml,Low Risk
43.87,764000.0,8.71e-06,104.2,184.306769,360 ng/ml,Low Risk
37.81,764000.0,8.71e-06,218.7,95.6422319,57 ng/ml,Low Risk
54.59,764000.0,8.71e-06,122.6,156.58731229,10 ng/ml,Low Risk
41.23,764000.0,6.79e-06,104.2,0.0,120 ng/ml,Low Risk
43.64,764000.0,6.79e-06,344.2,106.37910442,10 ng/ml,Low Risk
42.12,764000.0,8.71e-06,270.6,2.89675797,28 ng/ml,Low Risk
39.17,764000.0,8.71e-06,261.0,87.62931845,90 ng/ml,Low Risk
57.67,1333853.0,8.71e-06,196.3,100.39129429,240 ng/ml,Low Risk
36.27,764000.0,8.71e-06,104.2,129.83230088,150 ng/ml,Low Risk
34.03,1295448.0,6.79e-06,164.5,81.87542401,240 ng/ml,Low Risk
45.19,846916.0,8.71e-06,234.2,184.306769,270 ng/ml,Low Risk
46.15,764000.0,6.79e-06,104.2,184.306769,180 ng/ml,Low Risk
46.29,11977100.0,6.79e-06,170.9,112.119864,330 ng/ml,Low Risk
61.58,4512672.0,8.71e-06,307.4,184.306769,57 ng/ml,Low Risk
46.96,764000.0,8.71e-06,143.9,177.79784451,120 ng/ml,Low Risk
47.94,764000.0,8.71e-06,290.3,138.25276868,200 ng/ml,Low Risk
43.0,8637812.0,6.79e-06,177.2,45.61812866,120 ng/ml,Low Risk
